type,mfg,mpn,time (s),current (a),band,source,notes
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),100.1,2.376,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),60,2.55,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 2.55x max 60 s","per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),27.798,3.588,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),13.476,5.05,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),6.67,7.106,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),3.3348,10,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),1.0361,10,max,IEC 60898-1 instantaneous letter definition - upper pickup 10x; must trip <0.1 s above it (60898-1),"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),0.321879,10,max,IEC 60898-1 instantaneous letter definition - upper pickup 10x; must trip <0.1 s above it (60898-1),"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),0.1,10,max,IEC 60898-1 instantaneous letter definition - upper pickup 10x; must trip <0.1 s above it (60898-1),"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),0.1,13,max,IEC 60898-1 - trip <0.1 s above upper instantaneous limit,"per-unit of breaker In, NOT motor FLA"
FLA - C Curve,IEC 60898-1,C Curve (5-10x In),0.1,25,max,IEC 60898-1 - trip <0.1 s above upper instantaneous limit,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),10000,1.13,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.13x no trip for 1 h","per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),6000,1.13,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.13x no trip for 1 h","per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),3600,1.13,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.13x no trip for 1 h","per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),1293.5,1.251,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),464.76,1.385,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),166.99,1.533,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),60,1.697,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),21.558,1.879,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),7.746,2.081,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),2.7832,2.303,min,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),1,2.55,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 2.55x min 1 s","per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),0.362713,4.021,min,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),0.140325,6.341,min,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),0.0555808,10,min,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),0.023119,10,min,IEC 60898-1 instantaneous letter definition - lower pickup 10x,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),0.00961645,10,min,IEC 60898-1 instantaneous letter definition - lower pickup 10x,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),0.004,10,min,"ASSUMED - 0.004 s min clearing (typical), not standard-defined",FLAGGED - not a standard limit
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),0.004,20,min,ASSUMED - 0.004 s min clearing,FLAGGED - not a standard limit
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),0.004,25,min,ASSUMED - 0.004 s min clearing,FLAGGED - not a standard limit
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),10000,1.45,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.45x trip within 1 h","per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),6000,1.45,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.45x trip within 1 h","per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),3600,1.45,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.45x trip within 1 h","per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),2157.9,1.556,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),1293.5,1.67,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),775.35,1.792,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),464.76,1.923,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),278.59,2.063,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),166.99,2.214,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),100.1,2.376,max,log-log interpolation between anchors,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),60,2.55,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 2.55x max 60 s","per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),19.183,4.267,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),6.603,7.141,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),2.3278,11.95,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),0.827444,20,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),0.409096,20,max,IEC 60898-1 instantaneous letter definition - upper pickup 20x; must trip <0.1 s above it (60898-1),"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),0.202261,20,max,IEC 60898-1 instantaneous letter definition - upper pickup 20x; must trip <0.1 s above it (60898-1),"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),0.1,20,max,IEC 60898-1 instantaneous letter definition - upper pickup 20x; must trip <0.1 s above it (60898-1),"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),0.1,25,max,IEC 60898-1 - trip <0.1 s above upper instantaneous limit,"per-unit of breaker In, NOT motor FLA"
FLA - D Curve,IEC 60898-1,D Curve (10-20x In),0.1,25,max,IEC 60898-1 - trip <0.1 s above upper instantaneous limit,"per-unit of breaker In, NOT motor FLA"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),10000,1.13,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.13x no trip for 1 h","FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),6000,1.13,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.13x no trip for 1 h","FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),3600,1.13,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.13x no trip for 1 h","FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),1293.5,1.251,min,log-log interpolation between anchors,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),464.76,1.385,min,log-log interpolation between anchors,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),166.99,1.533,min,log-log interpolation between anchors,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),60,1.697,min,log-log interpolation between anchors,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),21.558,1.879,min,log-log interpolation between anchors,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),7.746,2.081,min,log-log interpolation between anchors,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),2.7832,2.303,min,log-log interpolation between anchors,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),1,2.55,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 2.55x min 1 s","FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),0.425389,3.733,min,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),0.190636,5.465,min,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),0.0873413,8,min,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),0.0312488,8,min,Manufacturer convention on IEC 60947-2 devices (K/Z not standardized in 60947-2) - lower pickup 8x,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),0.0111801,8,min,Manufacturer convention on IEC 60947-2 devices (K/Z not standardized in 60947-2) - lower pickup 8x,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),0.004,8,min,"ASSUMED - 0.004 s min clearing (typical), not standard-defined",FLAGGED - not a standard limit
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),0.004,14,min,ASSUMED - 0.004 s min clearing,FLAGGED - not a standard limit
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),0.004,25,min,ASSUMED - 0.004 s min clearing,FLAGGED - not a standard limit
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),10000,1.45,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.45x trip within 1 h","FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),6000,1.45,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.45x trip within 1 h","FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),3600,1.45,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.45x trip within 1 h","FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),2157.9,1.556,max,log-log interpolation between anchors,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),1293.5,1.67,max,log-log interpolation between anchors,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),775.35,1.792,max,log-log interpolation between anchors,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),464.76,1.923,max,log-log interpolation between anchors,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),278.59,2.063,max,log-log interpolation between anchors,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),166.99,2.214,max,log-log interpolation between anchors,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),100.1,2.376,max,log-log interpolation between anchors,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),60,2.55,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 2.55x max 60 s","FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),23.191,3.903,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),9.5144,5.975,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),3.9946,9.146,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),1.6931,14,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),0.659353,14,max,Manufacturer convention on IEC 60947-2 devices (K/Z not standardized in 60947-2) - upper pickup 14x; must trip <0.1 s above it (60898-1),"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),0.256779,14,max,Manufacturer convention on IEC 60947-2 devices (K/Z not standardized in 60947-2) - upper pickup 14x; must trip <0.1 s above it (60898-1),"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),0.1,14,max,Manufacturer convention on IEC 60947-2 devices (K/Z not standardized in 60947-2) - upper pickup 14x; must trip <0.1 s above it (60898-1),"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),0.1,18.2,max,IEC 60898-1 - trip <0.1 s above upper instantaneous limit,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - K Curve,Mfr conv. / IEC 60947-2,K Curve (8-14x In),0.1,25,max,IEC 60898-1 - trip <0.1 s above upper instantaneous limit,"FLAGGED - K is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),10000,1.13,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.13x no trip for 1 h","FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),6000,1.13,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.13x no trip for 1 h","FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),3600,1.13,min,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.13x no trip for 1 h","FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),1382,1.243,min,log-log interpolation between anchors,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),530.55,1.367,min,log-log interpolation between anchors,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),203.68,1.503,min,log-log interpolation between anchors,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),78.19,1.653,min,log-log interpolation between anchors,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),30.017,1.818,min,log-log interpolation between anchors,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),11.523,2,min,log-log interpolation between anchors,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),0.809848,2,min,Manufacturer convention on IEC 60947-2 devices (K/Z not standardized in 60947-2) - lower pickup 2x,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),0.0569156,2,min,Manufacturer convention on IEC 60947-2 devices (K/Z not standardized in 60947-2) - lower pickup 2x,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),0.004,2,min,"ASSUMED - 0.004 s min clearing (typical), not standard-defined",FLAGGED - not a standard limit
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),0.004,3,min,ASSUMED - 0.004 s min clearing,FLAGGED - not a standard limit
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),0.004,25,min,ASSUMED - 0.004 s min clearing,FLAGGED - not a standard limit
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),10000,1.45,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.45x trip within 1 h","FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),6000,1.45,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.45x trip within 1 h","FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),3600,1.45,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 1.45x trip within 1 h","FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),2157.9,1.556,max,log-log interpolation between anchors,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),1293.5,1.67,max,log-log interpolation between anchors,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),775.35,1.792,max,log-log interpolation between anchors,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),464.76,1.923,max,log-log interpolation between anchors,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),278.59,2.063,max,log-log interpolation between anchors,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),166.99,2.214,max,log-log interpolation between anchors,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),100.1,2.376,max,log-log interpolation between anchors,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),60,2.55,max,"IEC 60898-1 (I1=1.13x >=1h no-trip, I2=1.45x <=1h trip, 2.55x: 1-60 s, In<=32A) - 2.55x max 60 s","FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),54.544,2.656,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),49.647,2.766,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),45.241,2.881,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),41.269,3,max,"I^2t-model extrapolation beyond 2.55x (model choice, not standard-defined)",FLAGGED - not a standard limit
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),5.543,3,max,Manufacturer convention on IEC 60947-2 devices (K/Z not standardized in 60947-2) - upper pickup 3x; must trip <0.1 s above it (60898-1),"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),0.744516,3,max,Manufacturer convention on IEC 60947-2 devices (K/Z not standardized in 60947-2) - upper pickup 3x; must trip <0.1 s above it (60898-1),"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),0.1,3,max,Manufacturer convention on IEC 60947-2 devices (K/Z not standardized in 60947-2) - upper pickup 3x; must trip <0.1 s above it (60898-1),"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),0.1,3.9,max,IEC 60898-1 - trip <0.1 s above upper instantaneous limit,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Z Curve,Mfr conv. / IEC 60947-2,Z Curve (2-3x In),0.1,25,max,IEC 60898-1 - trip <0.1 s above upper instantaneous limit,"FLAGGED - Z is a manufacturer designation, not in the standard"
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),10000,1.05,min,IEC 60947-4-1 Table 3 (compensated relay) - 1.05x no trip for 2 h,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),8485.3,1.05,min,IEC 60947-4-1 Table 3 (compensated relay) - 1.05x no trip for 2 h,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),7200,1.05,min,IEC 60947-4-1 Table 3 (compensated relay) - 1.05x no trip for 2 h,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),3468.6,1.114,min,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),1671,1.183,min,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),804.98,1.255,min,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),387.8,1.332,min,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),186.82,1.413,min,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),90,1.5,min,"ASSUMED - 90 s min at 1.5x, not standard-defined",FLAGGED - not an IEC limit
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),64.155,1.825,min,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),45.732,2.22,min,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),32.599,2.701,min,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),23.238,3.286,min,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),16.565,3.998,min,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),11.808,4.864,min,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),8.4171,5.918,min,log-log interpolation between anchors,
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),6,7.2,min,"IEC 60947-4-1 Table 2 (trip class window at 7.2x, cold) - Class 20 min 6 s",
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),5.0846,7.925,min,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
FLA - Class 20 + 12x Mag,IEC 60947-4-1,Class 20 + 12x Magnetic (MPCB),4.3088,8.722,min,power-law extrapolation beyond 7.2x (not standard-defined),FLAGGED - not an IEC limit
